Facility_ID,Facility_Name,Address,City,State,County_Name,ZIP_Code,Phone_Number,Pct_Catheter_Associated_Urinary_Tract_Infections,Pct_Central_Line_Associated_Bloodstream_Infections,Pct_Clostridium_Difficile_CDiff_Infections,Pct_MRSA_Bacteremia_Infections,Pct_Abdominal_Hysterectomy_Infections,Pct_SSI_Colon_Surgery_Infections,Pct_Hospital_Acquired_Infections,Catheter_Associated_Urinary_Tract_Infections_Numerator,Catheter_Associated_Urinary_Tract_Infections_Denominator,Central_Line_Associated_Bloodstream_Infection_Numerator,Central_Line_Associated_Bloodstream_Infection_Denominator,Clostridium_Difficile_CDiff_Numerator,Clostridium_Difficile_CDiff_Denominator,MRSA_Bacteremia_Numerator,MRSA_Bacteremia_Denominator,SSI_Abdominal_Hysterectomy_Numerator,SSI_Abdominal_Hysterectomy_Denominator,SSI_Colon_Surgery_Numerator,SSI_Colon_Surgery_Denominator,Total_Numerator,Total_Denominator
310076,SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,LIVINGSTON,NJ,Essex,7039,(973) 322-5000,0.11%,0.06%,0.06%,0.01%,1.15%,1.78%,0.04%,18,17092,11,19013,85,140586,10,165665,7,607,6,338,137,343301
310075,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE,LONG BRANCH,NJ,Monmouth,7740,(732) 222-5200,0.00%,0.09%,0.02%,0.00%,0.00%,0.00%,0.01%,0,2891,4,4360,13,66226,3,85218,0,206,0,181,20,159082
310074,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,JERSEY CITY,NJ,Hudson,7302,(201) 915-2000,0.12%,0.06%,0.03%,0.00%,0.00%,3.13%,0.03%,8,6476,5,8088,23,67199,3,72969,0,84,3,96,42,154912
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,NEPTUNE,NJ,Monmouth,7754,(732) 775-5500,0.12%,0.05%,0.03%,0.01%,1.12%,1.32%,0.02%,13,11014,7,13902,42,151174,16,165915,3,268,3,227,84,342500
310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK,NJ,Middlesex,8901,(732) 745-8600,0.03%,0.10%,0.08%,0.00%,0.00%,3.70%,0.04%,1,3826,6,5960,55,66353,1,88104,0,105,5,135,68,164483
310069,INSPIRA MEDICAL CENTER ELMER,501 WEST FRONT STREET,ELMER,NJ,Salem,8318,(856) 363-1000,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.01%,0,1844,0,1050,7,21955,0,23219,0,26,0,58,7,48152
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,1925 PACIFIC AVENUE,ATLANTIC CITY,NJ,Atlantic,8401,(609) 441-8020,0.06%,0.06%,0.07%,0.00%,0.53%,0.97%,0.04%,6,9724,6,9854,98,136144,4,145054,1,187,2,206,117,301169
310061,VIRTUA WILLINGBORO HOSPITAL,218A SUNSET ROAD,WILLINGBORO,NJ,Burlington,8046,(609) 835-2900,0.13%,0.14%,0.03%,0.00%,0.00%,0.00%,0.03%,3,2264,3,2135,7,20711,1,20711,0,4,0,22,14,45847
310060,ST LUKE'S WARREN HOSPITAL,185 ROSEBERRY ST,PHILLIPSBURG,NJ,Warren,8865,(908) 847-6700,0.00%,0.10%,0.03%,0.01%,0.00%,8.57%,0.03%,0,2183,2,1915,5,18745,1,18745,0,8,3,35,11,41631
310058,BERGEN NEW BRIDGE MEDICAL CENTER,230 EAST RIDGEWOOD AVE,PARAMUS,NJ,Bergen,7652,(201) 967-4014,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0,1125,1,869,1,113001,0,113001,0,3,0,2,2,228001
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,MOUNT HOLLY,NJ,Burlington,8060,(609) 267-0700,0.04%,0.06%,0.04%,0.00%,3.37%,3.15%,0.03%,3,7080,4,6160,32,73985,1,80501,7,208,4,127,51,168061
310054,HACKENSACKUMC MOUNTAINSIDE,1 BAY AVENUE,MONTCLAIR,NJ,Essex,7042,(973) 429-6314,0.08%,0.18%,0.02%,0.02%,0.00%,5.80%,0.03%,3,3709,6,3281,8,43040,8,44276,0,75,4,69,29,94450
310052,OCEAN MEDICAL CENTER,425 JACK MARTIN BLVD,BRICK,NJ,Ocean,8724,(732) 840-2200,0.03%,0.05%,0.03%,0.01%,0.00%,1.14%,0.02%,2,6513,3,6184,27,82594,10,83577,0,39,2,175,44,179082
310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,Union,7902,(908) 522-2000,0.23%,0.03%,0.03%,0.01%,0.91%,1.72%,0.03%,26,11317,4,11867,26,96116,6,103502,2,219,8,464,72,223485
310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,25 POCONO ROAD,DENVILLE,NJ,Morris,7834,(973) 983-5569,0.13%,0.13%,0.06%,0.00%,0.00%,1.23%,0.04%,6,4606,3,2294,24,40410,0,42268,0,48,1,81,34,89707
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,110 REHILL AVE,SOMERVILLE,NJ,Somerset,8876,(908) 685-2200,0.12%,0.13%,0.08%,0.00%,1.75%,1.89%,0.05%,4,3363,3,2365,51,63139,3,65113,1,57,2,106,64,134143
310047,SHORE MEDICAL CENTER,100 MEDICAL CENTER WAY,SOMERS POINT,NJ,Atlantic,8244,(609) 653-3500,0.06%,0.11%,0.11%,0.00%,0.00%,1.27%,0.06%,3,4941,6,5598,36,34050,1,36681,0,14,1,79,47,81363
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,ENGLEWOOD,NJ,Bergen,7631,(201) 894-3000,0.04%,0.06%,0.03%,0.00%,1.83%,1.24%,0.02%,4,9429,6,10155,17,67811,1,76154,2,109,3,241,33,163899
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,ONE CAPITAL WAY,PENNINGTON,NJ,Mercer,8534,(609) 303-4000,0.05%,0.00%,0.02%,0.00%,0.00%,2.38%,0.01%,2,4133,0,6290,9,51519,3,63655,0,99,3,126,17,125822
310041,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,TOMS RIVER,NJ,Ocean,8755,(732) 557-8000,0.05%,0.08%,0.03%,0.00%,0.00%,2.05%,0.02%,4,7974,5,6570,35,101155,3,106111,0,228,6,293,53,222331
310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,HOBOKEN,NJ,Hudson,7030,(201) 418-1000,0.00%,0.35%,0.01%,0.00%,0.00%,0.00%,0.02%,0,1363,7,1992,2,22072,0,22726,0,28,0,22,9,48203
310039,RARITAN BAY MEDICAL CENTER,530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,Middlesex,8861,(732) 324-5000,0.05%,0.06%,0.02%,0.01%,0.00%,3.85%,0.02%,2,4062,4,6254,15,61101,5,63399,0,58,2,52,28,134926
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PLACE,NEW BRUNSWICK,NJ,Middlesex,8901,(732) 828-3000,0.15%,0.03%,0.06%,0.00%,0.41%,3.65%,0.03%,14,9298,6,17194,106,190699,7,203684,1,244,12,329,146,421448
310034,RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA,RED BANK,NJ,Monmouth,7701,(732) 741-2700,0.04%,0.04%,0.02%,0.01%,0.00%,1.57%,0.01%,1,2351,1,2481,9,53796,4,56694,0,131,2,127,17,115580
310032,INSPIRA MEDICAL CENTER VINELAND,1505 W SHERMAN AVE,VINELAND,NJ,Cumberland,8360,(856) 641-8000,0.02%,0.00%,0.02%,0.00%,1.11%,3.80%,0.01%,2,8172,0,6400,11,67968,2,74373,2,180,6,158,23,157251
310031,DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,BROWNS MILLS,NJ,Burlington,8015,(609) 893-6611,0.00%,0.05%,0.03%,0.01%,0.00%,0.00%,0.02%,0,3996,2,4351,5,19484,1,19501,0,0,0,0,8,47332
310029,VIRTUA OUR LADY OF LOURDES HOSPITAL,1600 HADDON AVENUE,CAMDEN,NJ,Camden,8103,(856) 580-6330,0.12%,0.05%,0.03%,0.00%,0.00%,1.47%,0.03%,9,7397,5,10651,18,57287,1,60225,0,31,1,68,34,135659
310028,NEWTON MEDICAL CENTER,175 HIGH ST,NEWTON,NJ,Sussex,7860,(973) 383-2121,0.10%,0.04%,0.02%,0.00%,0.00%,1.05%,0.02%,5,4779,1,2715,8,34160,0,35340,0,19,1,95,15,77108
310027,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,ELIZABETH,NJ,Union,7207,(908) 994-5000,0.16%,0.16%,0.06%,0.00%,0.00%,0.00%,0.04%,4,2549,6,3663,17,30484,1,36643,0,85,0,53,28,73477
310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,29 EAST 29TH ST,BAYONNE,NJ,Hudson,7002,(201) 858-5000,0.22%,0.07%,0.02%,0.00%,0.00%,0.00%,0.02%,4,1819,1,1334,6,25112,1,25112,0,1,0,35,12,53413
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,RAHWAY,NJ,Union,7065,(732) 381-4200,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,2,2360,0,2657,1,22699,0,22699,0,0,0,29,3,50444
310022,VIRTUA WEST JERSEY HOSPITALS,100 BOWMAN DRIVE,VOORHEES,NJ,Burlington,8043,(856) 247-3000,0.03%,0.06%,0.04%,0.00%,0.45%,1.27%,0.02%,4,13783,9,14016,49,132888,4,153889,2,440,6,472,74,315488
310021,ST FRANCIS MEDICAL CENTER,601 HAMILTON AVE,TRENTON,NJ,Mercer,8629,(609) 599-5000,0.04%,0.12%,0.06%,0.00%,0.00%,0.00%,0.04%,1,2745,5,4317,11,17121,0,17121,0,0,0,18,17,41322
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,Essex,7018,(973) 676-1000,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,1,704,0,613,0,0,0,0,0,0,0,0,1,1317
310019,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,703 MAIN ST,PATERSON,NJ,Passaic,7503,(973) 754-2010,0.12%,0.13%,0.06%,0.00%,3.23%,4.44%,0.04%,18,15526,22,16799,86,151005,8,168058,2,62,8,180,144,351630
310017,CHILTON MEDICAL CENTER,97 WEST PARKWAY,POMPTON PLAINS,NJ,Morris,7444,(973) 831-5000,0.03%,0.05%,0.03%,0.00%,0.00%,1.49%,0.02%,2,6095,2,4426,11,41264,1,41983,0,22,1,67,17,93857
310016,CAREPOINT HEALTH-CHRIST HOSPITAL,176 PALISADE AVE,JERSEY CITY,NJ,Hudson,7306,(201) 795-8200,0.06%,0.06%,0.02%,0.01%,0.00%,3.03%,0.02%,2,3453,3,5305,7,35341,2,36261,0,51,1,33,15,80444
310015,MORRISTOWN MEDICAL CENTER,100 MADISON AVE,MORRISTOWN,NJ,Morris,7960,(973) 971-5000,0.08%,0.06%,0.03%,0.00%,0.84%,1.06%,0.02%,13,15766,10,17682,50,185852,5,206820,4,475,6,566,88,427161
310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,CAMDEN,NJ,Camden,8103,(856) 342-2000,0.16%,0.14%,0.06%,0.01%,0.36%,3.13%,0.05%,31,19806,24,17456,101,162658,18,172194,2,550,15,480,191,373144
310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD,NJ,Bergen,7450,(201) 447-8000,0.11%,0.12%,0.02%,0.01%,0.00%,0.35%,0.02%,6,5270,5,4137,15,89579,8,100425,0,222,1,287,35,199920
310011,CAPE REGIONAL MEDICAL CENTER INC,TWO STONE HARBOR BLVD,CAPE MAY COURT HOUSE,NJ,Cape May,8210,(609) 463-2000,0.15%,0.16%,0.07%,0.00%,0.00%,0.00%,0.04%,4,2727,3,1932,18,26586,1,26974,0,31,0,53,26,58303
310010,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,ONE-FIVE PLAINSBORO ROAD,PLAINSBORO,NJ,Burlington,8536,(609) 853-6500,0.03%,0.05%,0.03%,0.00%,0.00%,2.50%,0.02%,2,5815,2,3823,16,53305,1,59387,0,133,5,200,26,122663
310009,CLARA MAASS MEDICAL CENTER,ONE CLARA MAASS DRIVE,BELLEVILLE,NJ,Essex,7109,(973) 450-2000,0.02%,0.02%,0.05%,0.00%,0.00%,3.06%,0.03%,1,4837,1,6276,34,64378,2,68574,0,30,3,98,41,144193
310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,Bergen,7666,(201) 833-3000,0.28%,0.12%,0.02%,0.01%,1.53%,1.90%,0.03%,9,3189,4,3205,11,48375,5,50058,2,131,2,105,33,105063
310006,ST MARY'S GENERAL HOSPITAL,350 BOULEVARD,PASSAIC,NJ,Passaic,7055,(973) 365-4300,0.00%,0.25%,0.00%,0.00%,0.00%,2.78%,0.01%,0,2572,3,1184,0,23507,0,24705,0,108,1,36,4,52112
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,Hunterdon,8822,(908) 788-6100,0.10%,0.09%,0.03%,0.00%,0.00%,1.94%,0.02%,4,3981,3,3223,11,39188,1,41664,0,66,2,103,21,88225
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,Hudson,7047,(201) 854-5000,0.03%,0.00%,0.02%,0.00%,0.00%,0.00%,0.01%,1,3437,0,2486,5,30232,0,32870,0,36,0,54,6,69115
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,Essex,7112,(973) 926-7850,0.07%,0.05%,0.02%,0.00%,2.24%,6.45%,0.02%,4,5729,8,17592,22,96837,4,115071,3,134,6,93,47,235456
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,Bergen,7601,(551) 996-2000,0.06%,0.09%,0.03%,0.01%,0.39%,3.18%,0.03%,11,17116,21,22355,64,201269,16,224608,2,509,10,314,124,466171
30148,NORTHWEST MEDICAL CENTER SAHUARITA,16260 SOUTH RANCHO SAHUARITA BOULEVARD,SAHUARITA,AZ,Pima,85629,(520) 416-7100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30147,BANNER OCOTILLO MEDICAL CENTER,1405 SOUTH ALMA SCHOOL ROAD,CHANDLER,AZ,DuPage,85286,(480) 256-7000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30146,HONORHEALTH SONORAN CROSSING MEDICAL CENTER,33400 NORTH 32ND AVENUE,PHOENIX,AZ,Maricopa,85085,(480) 882-4327,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30139,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,9130 EAST ELLIOT ROAD,MESA,AZ,Maricopa,85212,(480) 410-4500,0.16%,0.19%,0.02%,0.00%,0.00%,0.00%,0.03%,1,631,1,519,1,5358,0,5358,0,0,0,0,3,11866
30138,WESTERN REGIONAL MEDICAL CENTER,14200 WEST CELEBRATE LIFE WAY,GOODYEAR,AZ,Maricopa,85338,(623) 207-3000,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.03%,0,0,0,0,1,1938,0,1938,0,43,0,40,1,3959
30137,SANTA CRUZ VALLEY REGIONAL HOSPITAL,4455 SOUTH I-19 FRONTAGE ROAD,GREEN VALLEY,AZ,Pima,85614,(520) 393-4700,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,251,0,50,0,1776,0,1776,0,0,0,1,0,3854
30136,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,7171 SOUTH 51ST AVENUE,LAVEEN,AZ,Maricopa,85339,(623) 584-5100,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.02%,0,90,0,64,1,2149,0,2149,0,0,0,1,1,4453
30134,BANNER GOLDFIELD MEDICAL CENTER,2050 WEST SOUTHERN AVENUE,APACHE JUNCTION,AZ,Pinal,85120,(480) 733-3300,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,251,0,61,0,2777,0,2777,0,0,0,1,0,5867
301312,HUGGINS HOSPITAL,240 SOUTH MAIN STREET,WOLFEBORO,NH,Carroll,3894,(603) 569-7500,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.04%,0,761,0,166,3,3603,0,3603,0,5,0,9,3,8147
301311,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL ROAD,PLYMOUTH,NH,Grafton,3264,(603) 536-1120,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,0.01%,0,653,0,608,0,5592,0,6008,0,7,1,11,1,12879
301310,ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL ROAD,BERLIN,NH,Coos,3570,(603) 752-2200,0.00%,0.00%,0.02%,0.00%,0.00%,16.67%,0.02%,0,1046,0,150,1,4944,0,5107,0,2,1,6,2,11255
30131,O.A.S.I.S. HOSPITAL,750 NORTH 40TH STREET,PHOENIX,AZ,Maricopa,85008,(602) 797-7700,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,414,0,270,0,6776,0,6776,0,0,0,0,0,14236
301309,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,PETERBOROUGH,NH,Hillsborough,3458,(603) 924-7191,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,363,0,145,0,3913,0,3913,0,1,0,0,0,8335
301308,VALLEY REGIONAL HOSPITAL,243 ELM STREET,CLAREMONT,NH,Sullivan,3743,(603) 542-7771,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.01%,0,445,0,374,1,3641,0,3641,0,1,0,3,1,8105
301307,"MEMORIAL HOSPITAL, THE",3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,Carroll,3860,(603) 356-5461,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.01%,0,0,0,0,1,4828,0,5214,0,9,0,20,1,10071
301306,CONCORD HOSPITAL- FRANKLIN,15 AIKEN AVENUE,FRANKLIN,NH,Merrimack,3235,(603) 934-2060,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,805,0,181,0,5052,0,5052,0,0,0,0,0,11090
301305,ALICE PECK DAY MEMORIAL HOSPITAL,10 ALICE PECK DAY DRIVE,LEBANON,NH,Grafton,3766,(603) 448-3121,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,492,0,460,0,5215,0,5215,0,17,0,0,0,11399
301304,NEW LONDON HOSPITAL,273 COUNTY ROAD,NEW LONDON,NH,Merrimack,3257,(603) 526-2911,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,637,0,406,0,5178,0,5178,0,5,0,7,0,11411
301303,WEEKS MEDICAL CENTER,173 MIDDLE STREET,LANCASTER,NH,Coos,3584,(603) 788-4911,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,319,0,35,0,0,0,0,0,0,0,0,0,354
301302,LITTLETON REGIONAL HEALTHCARE,600 ST JOHNSBURY ROAD,LITTLETON,NH,Grafton,3561,(603) 444-9000,0.00%,0.00%,0.00%,0.00%,0.00%,11.11%,0.01%,0,773,0,162,0,4802,0,4802,0,18,1,9,1,10566
301301,COTTAGE HOSPITAL,90 SWIFTWATER RD,WOODSVILLE,NH,Grafton,3785,(603) 747-9000,0.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,3,588,0,378,0,3578,0,3578,0,0,0,14,3,8136
301300,UPPER CONNECTICUT VALLEY HOSPITAL,181 CORLISS LANE,COLEBROOK,NH,Coos,3576,(603) 237-4971,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,151,0,0,0,819,0,0,0,0,0,0,0,970
30130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,Pinal,85140,(480) 394-4030,0.00%,0.00%,0.01%,0.00%,1.06%,0.00%,0.01%,0,0,0,0,1,16634,0,18879,1,94,0,44,2,35651
30123,HONOR HEALTH THOMPSON PEAK MEDICAL CENTER,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,Maricopa,85255,(480) 324-7001,0.05%,0.02%,0.02%,0.00%,1.07%,3.67%,0.02%,2,4088,1,4073,7,33413,1,33413,3,280,4,109,18,75376
30122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,Maricopa,85234,(480) 543-2000,0.04%,0.03%,0.07%,0.00%,0.32%,4.97%,0.04%,1,2285,1,3397,40,57705,1,64583,1,316,8,161,52,128447
30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,Maricopa,85209,(480) 358-6100,0.10%,0.06%,0.02%,0.01%,0.00%,3.17%,0.03%,7,6737,4,6621,7,30808,2,32456,0,40,2,63,22,76725
30119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,Maricopa,85297,(480) 728-8000,0.08%,0.10%,0.04%,0.00%,0.00%,1.75%,0.03%,6,7510,8,7975,23,53821,1,61844,0,300,3,171,41,131621
30117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,Mohave,86426,(928) 788-2273,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.01%,0,1447,0,501,2,5636,0,6070,0,8,0,2,2,13664
30115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,Maricopa,85037,(623) 327-4000,0.10%,0.13%,0.02%,0.00%,0.42%,1.20%,0.02%,6,6069,9,7178,19,93374,0,101069,1,239,1,83,36,208012
30114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,Pima,85755,(520) 901-3500,0.10%,0.00%,0.01%,0.02%,0.00%,0.00%,0.02%,2,1959,0,1316,1,14757,3,14757,0,0,0,3,6,32792
30113,WHITERIVER PHS INDIAN HOSPITAL,200 WEST HOSPITAL DRIVE  (PO BOX 860),WHITERIVER,AZ,Navajo,85941,(928) 338-4911,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,72,0,69,0,4075,0,4075,0,0,0,0,0,8291
30112,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,"2905 WEST WARNER ROAD, SUITE 1",CHANDLER,AZ,Maricopa,85224,(480) 603-9000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,383,0,44,0,1165,0,1165,0,0,0,0,0,2757
30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,AZ,Pima,85713,(520) 874-2000,0.06%,0.08%,0.01%,0.00%,3.23%,3.33%,0.01%,2,3504,3,3620,6,46067,0,46067,1,31,1,30,13,99319
30110,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,Maricopa,85395,(623) 882-1970,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0,13308,1,11563,1,58217,0,61358,0,77,0,108,2,144631
30108,THE CORE INSTITUTE SPECIALTY HOSP,6501 NORTH 19TH AVENUE,PHOENIX,AZ,Maricopa,85015,(602) 795-6020,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,73,0,9,0,2914,0,2914,0,0,0,0,0,5910
30107,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,MESA,AZ,Maricopa,85206,(480) 832-4770,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,2019,0,1315,0,0,0,0,0,3334
30105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,Maricopa,85206,(480) 854-5050,0.03%,0.03%,0.02%,0.00%,0.00%,0.00%,0.02%,1,3460,1,3270,5,22556,1,22556,0,0,0,0,8,51842
30103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,Maricopa,85054,(480) 342-4201,0.10%,0.07%,0.03%,0.00%,0.00%,3.01%,0.03%,19,18874,17,25039,23,89455,2,89455,0,111,10,332,71,223266
30101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,Mohave,86442,(928) 763-2273,0.05%,0.10%,0.01%,0.00%,0.00%,0.00%,0.01%,2,4008,2,2085,2,19010,0,19010,0,19,0,54,6,44186
30094,ABRAZO ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,GLENDALE,AZ,Maricopa,85308,(623) 561-1000,0.01%,0.04%,0.01%,0.00%,0.97%,1.05%,0.01%,1,9772,3,8267,8,63228,3,67177,1,103,2,191,18,148738
30093,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,Maricopa,85375,(623) 524-4000,0.04%,0.05%,0.03%,0.00%,1.02%,0.85%,0.02%,4,9503,4,8392,27,99375,4,102477,2,196,1,117,42,220060
30092,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,Maricopa,85027,(623) 879-6100,0.05%,0.06%,0.01%,0.00%,1.64%,2.68%,0.02%,4,7743,4,6640,9,61267,2,61267,2,122,6,224,27,137263
30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,Maricopa,85306,(602) 865-4470,0.12%,0.11%,0.04%,0.00%,1.93%,3.50%,0.04%,19,15699,21,18911,60,161447,8,169968,14,724,7,200,129,366949
30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,Maricopa,85206,(480) 321-2000,0.04%,0.07%,0.07%,0.01%,1.38%,2.09%,0.04%,3,7500,5,6933,54,79184,4,79184,3,217,4,191,73,173209
30087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,Maricopa,85260,(480) 323-3000,0.09%,0.12%,0.01%,0.00%,0.20%,3.62%,0.02%,10,11094,17,14469,15,100016,5,118130,2,1013,11,304,60,245026
30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,Pima,85741,(520) 469-8100,0.05%,0.11%,0.02%,0.00%,0.69%,2.03%,0.02%,4,7607,7,6386,8,46657,0,50059,1,145,4,197,24,111051
30084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,Apache,86503,(928) 674-7001,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,457,0,59,0,7399,0,7399,0,0,0,0,0,15314
30083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,Maricopa,85032,(602) 923-5000,0.03%,0.03%,0.02%,0.02%,0.00%,0.00%,0.02%,1,3598,1,3579,3,18667,4,18667,0,10,0,48,9,44569
30078,PHOENIX INDIAN MEDICAL CENTER,4212 NORTH 16TH STREET,PHOENIX,AZ,Maricopa,85016,(602) 263-1200,0.17%,0.00%,0.01%,0.00%,11.76%,5.26%,0.03%,1,590,0,327,1,9024,0,9024,2,17,1,19,5,19001
